timestamp,sme,s_m_distance,orbital_p,average_power,right_flag,eclipse_l,full_off,average_xtx,gsep_dur,lvah,sh,thp2
1420072741,27.683743427,207002311.00267217,25170,115.03229301143595,1,2276,1,0.6888050152744603,11384,0.46459081364296406,649.6620389287848,122.29206630947266
1420097911,27.683743427,207002311.00267217,25168,106.57184096692107,1,2274,1,1.6305477702735551,12432,0.46459081364296406,649.7136649649361,115.79354030605862
1420123079,27.683743427,207002311.00267217,25168,108.49285031766199,1,2272,1,2.9055068647052265,16756,0.46459081364296406,649.770423387664,106.99556426216117
1420148247,27.683743427,207002311.00267217,25166,111.70483320610683,1,2271,1,0.550956018480912,15829,0.46459081364296406,649.7936806734928,123.2366699347962
1420173413,27.533458473,207002311.00267217,25169,126.07727687420602,1,2267,1,1.0470985412045772,8681,0.4622665137794951,649.914875591814,119.98461283607494
1420198582,27.533458473,207002311.00267217,25168,133.7953125954198,1,2267,1,1.6666299301717549,13499,0.4622665137794951,649.9123194444835,115.71150219419985
1420223750,27.533458473,207002311.00267217,25170,109.82507852604822,1,2264,1,1.888590242773846,11906,0.4622665137794951,650.0025624051168,114.17464992724018
1420248920,27.382860983,207002311.00267217,25170,108.66620470737905,1,2263,1,1.281655791528009,13599,0.45993418996055285,650.0309393614779,118.5385056766788
1420274090,27.382860983,207002311.00267217,25168,120.37074828462512,1,2260,1,0.631321046001267,9423,0.45993418996055285,650.1109739240306,123.02059355386692
1420299258,27.382860983,207002311.00267217,25168,103.47518256997465,1,2258,1,1.8713105277532018,19105,0.45993418996055285,650.1677323467585,114.46383982051393
1420324426,27.382860983,207002311.00267217,25166,133.39147420584496,1,2256,1,1.5199188541346853,11373,0.45993418996055285,650.2194026743708,116.88541837576193
1420349592,27.2319506106,207002311.00267217,25169,120.75446386768459,1,2253,1,1.9508108782849887,15985,0.45759383309061735,650.312168765261,114.08632162654354
1420374761,27.2319506106,207002311.00267217,25168,92.58142846251587,1,2252,1,3.158846262067355,19626,0.45759383309061735,650.3380076149418,105.75205623058915
1420399929,27.2319506106,207002311.00267217,25170,113.34999770992358,1,2249,1,0.5312080085203519,14778,0.45759383309061735,650.4282167505319,123.87189748249997
1420425099,27.0807256183,207002311.00267217,25169,120.73894599745859,1,2247,1,1.7056012600902126,16712,0.45524541260977525,650.4824372681669,115.94811912206424
1420450268,27.0807256183,207002311.00267217,25169,112.34293989834808,1,2245,1,1.879487498988563,18577,0.45524541260977525,650.5391934358022,114.74540455943577
1420475437,27.0807256183,207002311.00267217,25168,104.12143295165401,1,2242,1,3.011893804952934,19680,0.45524541260977525,650.6217997285806,106.92959298229317
1420500605,27.0807256183,207002311.00267217,25167,115.41654465648875,1,2239,1,1.4286511121666643,16047,0.45524541260977525,650.7044125860108,117.8464763196751
1420525772,26.9291832239,207002311.00267217,25169,114.46089033078887,1,2237,1,1.2573160665521783,12672,0.4528888817397968,650.7662181063434,119.20488942460113
1420550941,26.9291832239,207002311.00267217,25168,104.89450559085132,1,2235,1,1.9868074324650784,13298,0.4528888817397968,650.820454208128,114.17002472387017
1420576109,26.9291832239,207002311.00267217,25169,97.3694259541985,1,2232,1,2.70128098874685,19270,0.4528888817397968,650.9081085254317,109.23624569609768
1420601278,26.9291832239,207334700.95491576,25170,109.99344434561628,1,2230,1,0.9999945368780188,13761,0.4528888817397968,648.8818469433816,121.3360445953231
